filename,label
./original/source/owner/alexa/Alexa_10_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_11_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_12_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_13_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_14_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_15_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_16_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_17_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_18_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_19_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_1_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_20_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_2_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_3_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_4_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_5_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_6_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_7_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_8_16khz_mono.wav,0
./original/source/owner/alexa/Alexa_9_16khz_mono.wav,0
